Card,Date,Month,Time,Time Period,Amount,Amount_Range,Use Chip,Merchant Type,Merchant State_grouped,MCC_Category,Error_Group,Is Fraud?
3,2013-11-24,11,14:36,Open Hours,111.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-11-24,11,20:07,Evening,73.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2013-11-26,11,06:20,Morning,174.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-11-26,11,16:38,Open Hours,123.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-11-27,11,12:44,Open Hours,79.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-11-27,11,12:53,Open Hours,31.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-11-27,11,12:58,Open Hours,-79.0,Less than Zero,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-11-28,11,06:13,Morning,150.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-11-28,11,06:35,Morning,41.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-11-29,11,13:08,Open Hours,159.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2013-11-30,11,06:11,Morning,145.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-11-30,11,09:46,Open Hours,82.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2013-11-30,11,13:12,Open Hours,10.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2013-11-30,11,14:07,Open Hours,5.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-12-01,12,13:31,Open Hours,59.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-12-02,12,06:38,Morning,51.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-12-03,12,06:29,Morning,110.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-12-04,12,06:14,Morning,118.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-12-04,12,13:20,Open Hours,6.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2013-12-05,12,11:29,Open Hours,424.0,More than 200,Swipe Transaction,in-person,Outside US,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2013-12-05,12,17:10,Evening,467.0,More than 200,Online Transaction,online,Online,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2013-12-06,12,19:59,Evening,83.0,0-200,Swipe Transaction,in-person,Outside US,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2013-12-07,12,06:25,Morning,184.0,0-200,Swipe Transaction,in-person,Outside US,Retail and Wholesale Stores,No Error,No
3,2013-12-08,12,06:22,Morning,117.0,0-200,Swipe Transaction,in-person,Outside US,Retail and Wholesale Stores,Insufficient Balance,No
3,2013-12-09,12,06:11,Morning,127.0,0-200,Swipe Transaction,in-person,Outside US,Retail and Wholesale Stores,No Error,No
3,2013-12-09,12,13:16,Open Hours,10.0,0-200,Swipe Transaction,in-person,Outside US,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2013-12-10,12,06:25,Morning,80.0,0-200,Swipe Transaction,in-person,Outside US,Retail and Wholesale Stores,No Error,No
3,2013-12-10,12,06:43,Morning,118.0,0-200,Swipe Transaction,in-person,Outside US,Retail and Wholesale Stores,No Error,No
3,2013-12-12,12,19:43,Evening,60.0,0-200,Swipe Transaction,in-person,Outside US,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2013-12-14,12,06:20,Morning,116.0,0-200,Swipe Transaction,in-person,Outside US,Retail and Wholesale Stores,No Error,No
3,2013-12-16,12,06:16,Morning,115.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
3,2013-12-17,12,06:21,Morning,132.0,0-200,Swipe Transaction,in-person,Outside US,Retail and Wholesale Stores,No Error,No
3,2013-12-17,12,07:01,Morning,135.0,0-200,Swipe Transaction,in-person,Outside US,Retail and Wholesale Stores,No Error,No
3,2013-12-17,12,21:59,Evening,31.0,0-200,Swipe Transaction,in-person,Outside US,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2013-12-18,12,06:02,Morning,138.0,0-200,Swipe Transaction,in-person,Outside US,Retail and Wholesale Stores,No Error,No
3,2013-12-18,12,13:03,Open Hours,61.0,0-200,Swipe Transaction,in-person,Outside US,Online Shopping,No Error,No
3,2013-12-18,12,13:11,Open Hours,81.0,0-200,Swipe Transaction,in-person,Outside US,Online Shopping,No Error,No
3,2013-12-18,12,13:28,Open Hours,-81.0,Less than Zero,Swipe Transaction,in-person,Outside US,Online Shopping,No Error,No
3,2013-12-19,12,13:14,Open Hours,11.0,0-200,Swipe Transaction,in-person,Outside US,Online Shopping,No Error,No
3,2013-12-20,12,01:13,Night,134.0,0-200,Online Transaction,online,Online,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2013-12-20,12,01:29,Night,-467.0,Less than Zero,Online Transaction,online,Online,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2013-12-20,12,03:09,Night,141.0,0-200,Swipe Transaction,in-person,Outside US,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2013-12-20,12,03:20,Night,-424.0,Less than Zero,Swipe Transaction,in-person,Outside US,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2013-12-20,12,06:17,Morning,91.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
3,2013-12-21,12,06:22,Morning,127.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-12-22,12,09:46,Open Hours,56.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2013-12-23,12,06:23,Morning,84.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2013-12-23,12,17:55,Evening,5.0,0-200,Online Transaction,online,Online,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2013-12-24,12,20:01,Evening,77.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2013-12-25,12,06:13,Morning,125.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-12-25,12,20:08,Evening,67.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2013-12-25,12,20:17,Evening,175.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2013-12-26,12,07:09,Morning,33.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-12-27,12,06:33,Morning,41.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-12-27,12,06:46,Morning,196.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2013-12-29,12,06:09,Morning,123.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-12-30,12,06:11,Morning,158.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-12-31,12,06:26,Morning,160.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2013-12-31,12,10:23,Open Hours,170.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-01-01,1,06:11,Morning,140.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-01,1,12:48,Open Hours,13.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-01,1,16:53,Open Hours,10.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-01,1,20:11,Evening,105.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2014-01-02,1,06:17,Morning,150.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-04,1,06:06,Morning,110.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-04,1,13:14,Open Hours,-70.0,Less than Zero,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-01-04,1,13:22,Open Hours,58.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-01-04,1,13:29,Open Hours,70.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-01-04,1,20:00,Evening,204.0,More than 200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2014-01-05,1,06:56,Morning,41.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-06,1,16:55,Open Hours,11.0,0-200,Swipe Transaction,in-person,USA CA,Personal Care Services and Products,No Error,No
3,2014-01-06,1,20:13,Evening,99.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",Insufficient Balance,No
3,2014-01-07,1,06:01,Morning,81.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-07,1,06:34,Morning,37.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-08,1,06:16,Morning,134.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-01-10,1,06:14,Morning,84.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-10,1,06:49,Morning,85.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-12,1,06:10,Morning,42.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-12,1,06:27,Morning,85.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-14,1,10:59,Open Hours,205.0,More than 200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-14,1,20:12,Evening,205.0,More than 200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-01-15,1,06:27,Morning,123.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-16,1,06:11,Morning,142.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-17,1,06:02,Morning,117.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-18,1,05:28,Night,173.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-01-18,1,05:40,Night,143.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-18,1,06:13,Morning,36.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-18,1,09:32,Open Hours,23.0,0-200,Swipe Transaction,in-person,USA CA,Personal Care Services and Products,No Error,No
3,2014-01-18,1,13:10,Open Hours,152.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-01-18,1,20:39,Evening,192.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2014-01-19,1,05:44,Night,120.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,Insufficient Balance,No
3,2014-01-19,1,05:45,Night,140.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-01-19,1,06:18,Morning,115.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-20,1,06:13,Morning,38.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-20,1,07:26,Morning,99.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-21,1,15:14,Open Hours,431.0,More than 200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-22,1,06:01,Morning,136.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-22,1,13:16,Open Hours,80.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-23,1,06:10,Morning,124.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-23,1,16:44,Open Hours,29.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-01-24,1,06:18,Morning,121.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
3,2014-01-24,1,10:10,Open Hours,200.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-01-25,1,06:24,Morning,149.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-25,1,16:53,Open Hours,118.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-28,1,06:24,Morning,112.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-28,1,10:27,Open Hours,81.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-01-28,1,20:17,Evening,82.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2014-01-29,1,06:23,Morning,118.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-01-29,1,13:10,Open Hours,150.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-01-31,1,06:26,Morning,119.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-01-31,1,06:35,Morning,35.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-01,2,06:04,Morning,73.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-01,2,09:37,Open Hours,46.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-02-02,2,11:58,Open Hours,2.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-03,2,08:58,Morning,59.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-02-05,2,06:20,Morning,142.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-06,2,06:11,Morning,117.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-07,2,06:00,Morning,153.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-07,2,06:55,Morning,27.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-08,2,06:26,Morning,145.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-08,2,10:34,Open Hours,14.0,0-200,Swipe Transaction,in-person,USA CA,Personal Care Services and Products,No Error,No
3,2014-02-09,2,06:01,Morning,182.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-10,2,11:35,Open Hours,28.0,0-200,Online Transaction,online,Online,Retail and Wholesale Stores,No Error,No
3,2014-02-10,2,23:07,Night,452.0,More than 200,Swipe Transaction,in-person,USA CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2014-02-11,2,06:10,Morning,161.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-11,2,20:00,Evening,176.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-02-12,2,06:30,Morning,36.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-12,2,20:13,Evening,82.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2014-02-14,2,20:23,Evening,191.0,0-200,Swipe Transaction,in-person,USA CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2014-02-14,2,20:27,Evening,65.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2014-02-14,2,20:28,Evening,-452.0,Less than Zero,Swipe Transaction,in-person,USA CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2014-02-16,2,06:51,Morning,40.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-17,2,06:07,Morning,90.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-18,2,06:48,Morning,46.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-20,2,06:05,Morning,53.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-20,2,13:09,Open Hours,67.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-20,2,13:17,Open Hours,50.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-20,2,13:17,Open Hours,-50.0,Less than Zero,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-21,2,06:05,Morning,89.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-22,2,09:03,Open Hours,67.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-02-23,2,20:08,Evening,159.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2014-02-24,2,06:14,Morning,152.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-24,2,06:55,Morning,33.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-25,2,06:10,Morning,192.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-02-25,2,19:59,Evening,78.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2014-02-26,2,13:29,Open Hours,67.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-02-27,2,07:07,Morning,116.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-03-01,3,06:57,Morning,39.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-02,3,06:39,Morning,23.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-02,3,06:52,Morning,36.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
3,2014-03-02,3,13:18,Open Hours,11.0,0-200,Swipe Transaction,in-person,US not CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2014-03-02,3,14:24,Open Hours,370.0,More than 200,Swipe Transaction,in-person,US not CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2014-03-03,3,06:06,Morning,139.0,0-200,Swipe Transaction,in-person,US not CA,Online Shopping,No Error,No
3,2014-03-03,3,13:27,Open Hours,168.0,0-200,Swipe Transaction,in-person,US not CA,Miscellaneous Services and Utilities,No Error,No
3,2014-03-05,3,06:21,Morning,86.0,0-200,Swipe Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
3,2014-03-06,3,06:04,Morning,132.0,0-200,Swipe Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
3,2014-03-06,3,17:06,Evening,109.0,0-200,Swipe Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
3,2014-03-07,3,06:59,Morning,161.0,0-200,Swipe Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
3,2014-03-08,3,13:08,Open Hours,12.0,0-200,Swipe Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
3,2014-03-09,3,16:48,Open Hours,104.0,0-200,Swipe Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
3,2014-03-10,3,06:21,Morning,71.0,0-200,Swipe Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
3,2014-03-10,3,12:55,Open Hours,10.0,0-200,Swipe Transaction,in-person,US not CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2014-03-11,3,17:02,Evening,6.0,0-200,Online Transaction,online,Online,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2014-03-11,3,20:40,Evening,183.0,0-200,Swipe Transaction,in-person,US not CA,Miscellaneous Services and Utilities,No Error,No
3,2014-03-12,3,06:25,Morning,174.0,0-200,Swipe Transaction,in-person,US not CA,Retail and Wholesale Stores,No Error,No
3,2014-03-15,3,03:50,Night,166.0,0-200,Swipe Transaction,in-person,US not CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2014-03-15,3,06:28,Morning,169.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-15,3,08:35,Morning,-370.0,Less than Zero,Swipe Transaction,in-person,US not CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2014-03-15,3,08:44,Morning,140.0,0-200,Swipe Transaction,in-person,US not CA,"Airlines, Hotels and Lodging, Car Rentals, and Travel-Related Services",No Error,No
3,2014-03-16,3,06:48,Morning,62.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-17,3,07:12,Morning,116.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-17,3,14:28,Open Hours,40.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-18,3,06:30,Morning,36.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-18,3,09:51,Open Hours,118.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2014-03-18,3,10:54,Open Hours,27.0,0-200,Swipe Transaction,in-person,USA CA,Personal Care Services and Products,No Error,No
3,2014-03-18,3,20:00,Evening,71.0,0-200,Swipe Transaction,in-person,USA CA,"Restaurants, Bars, and Other Food and Beverage Establishments",No Error,No
3,2014-03-19,3,06:12,Morning,160.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-03-20,3,06:05,Morning,100.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-03-20,3,13:30,Open Hours,-76.0,Less than Zero,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-20,3,13:45,Open Hours,76.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-20,3,13:49,Open Hours,58.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-21,3,06:02,Morning,95.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-21,3,13:55,Open Hours,53.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-22,3,06:22,Morning,121.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-22,3,09:50,Open Hours,64.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-03-23,3,06:13,Morning,147.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-26,3,06:27,Morning,66.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-26,3,10:22,Open Hours,66.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-03-27,3,06:19,Morning,116.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-03-27,3,09:34,Open Hours,54.0,0-200,Swipe Transaction,in-person,USA CA,Miscellaneous Services and Utilities,No Error,No
3,2014-03-28,3,06:26,Morning,127.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-28,3,22:10,Night,201.0,More than 200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-29,3,06:04,Morning,119.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,Insufficient Balance,No
3,2014-03-29,3,06:28,Morning,119.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-29,3,06:54,Morning,31.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-03-31,3,20:09,Evening,253.0,More than 200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2014-04-01,4,06:21,Morning,71.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-04-01,4,13:09,Open Hours,10.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-04-01,4,13:23,Open Hours,131.0,0-200,Online Transaction,online,Online,Miscellaneous Services and Utilities,No Error,No
3,2014-04-02,4,06:02,Morning,156.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-04-03,4,05:52,Night,107.0,0-200,Swipe Transaction,in-person,USA CA,Online Shopping,No Error,No
3,2014-04-05,4,06:03,Morning,138.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-04-06,4,06:30,Morning,124.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-04-07,4,06:05,Morning,120.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-04-08,4,06:01,Morning,141.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-04-08,4,06:59,Morning,35.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-04-08,4,13:48,Open Hours,43.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-04-09,4,06:00,Morning,132.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
3,2014-04-09,4,10:02,Open Hours,147.0,0-200,Swipe Transaction,in-person,USA CA,Retail and Wholesale Stores,No Error,No
